Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Watch Time,Time Keeping,101445,POINT,1.161,1.161,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,START/STOP,Time Keeping,,STATE,8.914,1174.575,1165.661,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,10.164,10.164,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,23.413,23.413,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,47.660,47.660,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,53.414,53.414,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,67.913,67.913,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,69.915,69.915,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,70.914,70.914,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,71.412,71.412,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,73.414,73.414,NA,,
AQ_Sctaeniopterus_TP_2021-06-17_103428,2025-06-23 18:45:19,,/Users/ally/Documents/johnson lab/parrotfish bites/final annotations/AQ_Sctaeniopterus_TP_2021-06-17_103428_001.MP4,1178.610,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,73.913,73.913,NA,,
