Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
training video set 1,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Watch Time,Time Keeping,102540,POINT,2.909,2.909,NA,,
training video set 1,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,START/STOP,Time Keeping,,STATE,6.907,1190.353,1183.446,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,Feces|None|None,POINT,20.42,20.42,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,Feces|None|None,POINT,27.926,27.926,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,Feces|None|None,POINT,30.424,30.424,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,47.689,47.689,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,48.69,48.69,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,51.941,51.941,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,52.441,52.441,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,52.94,52.94,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,53.954,53.954,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,54.455,54.455,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,55.449,55.449,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,55.95,55.95,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,56.702,56.702,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,57.455,57.455,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,57.703,57.703,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,59.453,59.453,NA,,
AQ_Sctaeniopterus_TP_2021-06-14_104539,6/6/2025 14:51,,/Users/ally/Documents/johnson lab/boris training/AQ_Sctaeniopterus_TP_2021-06-14_104539_001.MP4,1192.66,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,60.201,60.201,NA,,
