Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Watch Time,Time Keeping,111701,POINT,1.416,1.416,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,START/STOP,Time Keeping,,STATE,6.914,1214.800,1207.886,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,61.414,61.414,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,62.412,62.412,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,66.974,66.974,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,85.469,85.469,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,85.968,85.968,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,86.471,86.471,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,86.971,86.971,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,87.971,87.971,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,88.472,88.472,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,95.473,95.473,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,95.973,95.973,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,110.973,110.973,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,112.472,112.472,NA,,
IV_Sctaeniopterus_TP_2021-06-10_113726,2025-07-03 11:54:59,,/Users/ally/Documents/johnson lab/parrotfish bites/IV_Sctaeniopterus_TP_2021-06-10_113726_001.MP4,1220.310,23.98,No focal subject,Bite,Foraging,None|None|None,POINT,113.471,113.471,NA,,
