"ID","lon","lat","ele","time"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861425541,12.0978036057,"34.74","2021-05-29T18:54:42Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861449011,12.0977906976,"34.26","2021-05-29T18:54:56Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861647662,12.097782651,"33.30","2021-05-29T18:55:09Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861701306,12.0977901947,"32.34","2021-05-29T18:55:23Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861599047,12.0977932122,"30.90","2021-05-29T18:55:31Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861614134,12.0977884345,"32.34","2021-05-29T18:55:33Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861283049,12.0978161786,"29.94","2021-05-29T18:55:46Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861039136,12.0978485327,"28.50","2021-05-29T18:56:04Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861055061,12.0978445094,"28.98","2021-05-29T18:56:16Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.286111122,12.0978326071,"28.50","2021-05-29T18:56:29Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861039974,12.0978505444,"28.02","2021-05-29T18:56:40Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861048356,12.0978745166,"27.53","2021-05-29T18:56:54Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861070149,12.0978662185,"28.02","2021-05-29T18:57:06Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2860947773,12.0978720021,"28.02","2021-05-29T18:57:18Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2860921789,12.097885916,"26.09","2021-05-29T18:57:21Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2860773429,12.0979266521,"28.98","2021-05-29T18:57:32Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861014828,12.0979269035,"30.90","2021-05-29T18:57:46Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861156482,12.0979177672,"27.53","2021-05-29T18:57:53Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861178275,12.0979153365,"27.53","2021-05-29T18:57:54Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861301489,12.0979048591,"29.46","2021-05-29T18:57:59Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.286128724,12.0979030151,"28.02","2021-05-29T18:58:02Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861271314,12.0979105588,"28.98","2021-05-29T18:58:15Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861232758,12.0979187731,"29.46","2021-05-29T18:58:30Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861379441,12.0979071222,"29.46","2021-05-29T18:58:44Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861497626,12.0979242213,"29.94","2021-05-29T18:59:00Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.286167616,12.0979223773,"31.38","2021-05-29T18:59:13Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861666102,12.0978991594,"31.86","2021-05-29T18:59:27Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861856371,12.0979002491,"30.90","2021-05-29T18:59:38Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861915044,12.097898908,"31.38","2021-05-29T18:59:48Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.28624079,12.0978659671,"30.42","2021-05-29T19:00:01Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862447295,12.0978536457,"31.38","2021-05-29T19:00:06Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862445619,12.0978445094,"34.74","2021-05-29T19:00:14Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862332463,12.0978480298,"26.09","2021-05-29T19:00:19Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862397842,12.0978517178,"30.42","2021-05-29T19:00:20Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862427179,12.0978598483,"31.86","2021-05-29T19:00:32Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862388622,12.0978606865,"31.38","2021-05-29T19:00:42Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2862132974,12.0978430007,"30.90","2021-05-29T19:00:54Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861678675,12.0978189446,"30.42","2021-05-29T19:01:08Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861564681,12.0978239737,"23.69","2021-05-29T19:01:15Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861529477,12.0978251472,"30.90","2021-05-29T19:01:16Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861503493,12.0978353731,"32.82","2021-05-29T19:01:27Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.286172729,12.0978471916,"32.82","2021-05-29T19:01:37Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861793507,12.0978481136,"29.94","2021-05-29T19:01:49Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861247007,12.0978387259,"29.94","2021-05-29T19:02:00Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2860899158,12.0978639554,"28.02","2021-05-29T19:02:10Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2860920113,12.0978750195,"27.53","2021-05-29T19:02:21Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.286098633,12.0978922024,"28.02","2021-05-29T19:02:30Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861008961,12.0979019254,"26.57","2021-05-29T19:02:39Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861130498,12.0979175996,"26.57","2021-05-29T19:02:49Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861468289,12.0979089662,"26.57","2021-05-29T19:03:00Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861439791,12.0978972316,"26.09","2021-05-29T19:03:09Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861493435,12.0978955552,"26.09","2021-05-29T19:03:19Z"
"DI_01_AQ_Scvetula_TP_Spviride_TP_2021-05-29_150324.gpx",-68.2861433085,12.0978968963,"27.53","2021-05-29T19:03:23Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2859963737,12.0976880193,"10.71","2021-06-24T15:19:29Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860665303,12.0976841636,"6.87","2021-06-24T15:19:33Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860703021,12.097683074,"9.75","2021-06-24T15:19:34Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860765886,12.097679805,"6.87","2021-06-24T15:19:39Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860811986,12.0976777934,"4.46","2021-06-24T15:19:43Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.286067117,12.0976632927,"1.58","2021-06-24T15:19:54Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.286081953,12.0976227242,"-0.82","2021-06-24T15:20:09Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860799413,12.0975794736,"-0.82","2021-06-24T15:20:22Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860881556,12.0975651406,"-3.23","2021-06-24T15:20:32Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2860887423,12.0975544956,"-2.75","2021-06-24T15:20:45Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.286090754,12.0975360554,"-3.71","2021-06-24T15:20:56Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2861042488,12.0975161064,"-1.30","2021-06-24T15:21:10Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2861061767,12.0975127537,"-2.75","2021-06-24T15:21:13Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2861089427,12.0975097362,"-1.30","2021-06-24T15:21:23Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.286112966,12.097522812,"-5.15","2021-06-24T15:21:39Z"
"DI_01_AQ_Spviride_IP_Spviride_TP_2021-06-24_115013.gpx",-68.2861132175,12.0975197945,"-5.15","2021-06-24T15:21:40Z"
