"IAB.Obs" "IAB.Exp" "p.attract" "p.avoid" "ID"
0.871065495303085 0.892227646737692 0.641025641025641 0.384615384615385 "AQ_Interspecific_DI_01_Spviride_TP_Scvetula_TP"
0.827903128830009 0.843859195457576 0.653061224489796 0.357142857142857 "AQ_Interspecific_DI_02_Spviride_TP_Scvetula_TP"
0.682912136465869 0.638794784346196 0.27710843373494 0.728915662650602 "AQ_Interspecific_DI_03_Spviride_TP_Scvetula_TP"
0.612625533774231 0.681185409095268 1 0.00392156862745098 "AQ_Interspecific_DI_04_Spviride_TP_Scvetula_TP"
0.73356037807249 0.727835661569099 0.382978723404255 0.627659574468085 "AQ_Interspecific_DI_05_Spviride_TP_Scvetula_TP"
0.752542895549678 0.778218909546749 0.768292682926829 0.24390243902439 "IV_Interspecific_DI_01_Spviride_TP_Scvetula_TP"
0.594983567125197 0.672832488353291 0.935828877005348 0.0695187165775401 "IV_Interspecific_DI_02_Spviride_TP_Scvetula_TP"
0.833827426151631 0.787774742314043 0.108108108108108 0.900900900900901 "IV_Interspecific_DI_03_Spviride_TP_Scvetula_TP"
0.710713562157586 0.746988248044923 0.849462365591398 0.161290322580645 "IV_Interspecific_DI_04_Spviride_TP_Scvetula_TP"
