"Site1","Species1","Phase1","Date1","EndTime1","Site2","Species2","Phase2","Date2","EndTime2","BA95","SL1","HAR1","SL2","HAR2","days","diff.sl"
"IV","Sciseri","TP","2021-06-23","114634.gpx","IV","Spviride","TP","2021-07-20","114656.gpx",0.293764390814899,18,NA,32,5,27,14
"IV","Sciseri","TP","2021-06-23","114634.gpx","IV","Spviride","TP","2021-07-20","123730.gpx",0.474571304732992,18,NA,31,5,27,13
"IV","Sciseri","TP","2021-06-23","114634.gpx","IV","Spviride","TP","2021-07-20","130752.gpx",0.00626285495758125,18,NA,30,5,27,12
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Sctaeniopterus","IP","2021-06-30","140130.gpx",0.381144087262222,17,4,17,NA,7,0
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Sctaeniopterus","TP","2021-06-12","113838.gpx",0.409483540567752,17,4,20,2,11,3
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Scvetula","IP","2021-06-26","143112.gpx",0.0318679816407118,17,4,25,NA,3,8
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Scvetula","IP","2021-06-26","152418.gpx",0.277885580363675,17,4,20,NA,3,3
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Scvetula","NTP","2021-06-06","142732.gpx",0.146089950903299,17,4,29,NA,17,12
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Scvetula","TP","2021-06-06","140404.gpx",0.432255118804543,17,4,31,3,17,14
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Scvetula","TP","2021-06-09","110049.gpx",0.0212150037309062,17,4,29,1,14,12
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spaurofrenatum","TP","2021-06-18","114705.gpx",0.00824457108839209,17,4,16,4,5,1
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spaurofrenatum","TP","2021-06-18","142311.gpx",0.315287473110937,17,4,17,3,5,0
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","IP","2021-06-23","143721.gpx",0.373184645309391,17,4,23,NA,0,6
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","NTP","2021-07-20","121141.gpx",0.134905488122879,17,4,27,NA,27,10
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","TP","2021-05-22","132756.gpx",0.31266047726918,17,4,32,NA,32,15
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","TP","2021-05-22","151225.gpx",0.49861344412849,17,4,31,5,32,14
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","TP","2021-05-24","115526.gpx",0.492556836019862,17,4,31,5,30,14
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","TP","2021-07-20","123730.gpx",0.451209187552441,17,4,31,5,27,14
"IV","Sciseri","TP","2021-06-23","121112.gpx","IV","Spviride","TP","2021-07-20","145220.gpx",0.0052946848650992,17,4,29,8,27,12
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Sctaeniopterus","IP","2021-06-30","142706.gpx",0.369797666527603,18,6,15,NA,7,3
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Sctaeniopterus","TP","2021-06-12","151745.gpx",0.233995385358008,18,6,21,4,11,3
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Sctaeniopterus","TP","2021-06-12","153219.gpx",0.0965146593344198,18,6,21,2,11,3
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Scvetula","IP","2021-06-26","152418.gpx",0.0958299541399186,18,6,20,NA,3,2
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Scvetula","TP","2021-06-06","140404.gpx",0.0551067613363824,18,6,31,3,17,13
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Scvetula","TP","2021-06-06","155716.gpx",0.504983994728001,18,6,31,3,17,13
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spaurofrenatum","IP","2021-06-29","153607.gpx",0.0972725813049227,18,6,14,NA,6,4
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spaurofrenatum","TP","2021-06-18","135800.gpx",0.00565660060475567,18,6,17,3,5,1
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spaurofrenatum","TP","2021-06-18","144852.gpx",0.349541417902573,18,6,16,2,5,2
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spaurofrenatum","TP","2021-06-19","112940.gpx",0.158998206493,18,6,16,4,4,2
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","IP","2021-06-23","141226.gpx",0.565661377054655,18,6,20,NA,0,2
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.00993311581473779,18,6,27,NA,32,9
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","TP","2021-05-22","132756.gpx",0.0345150734275595,18,6,32,NA,32,14
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","TP","2021-05-22","151225.gpx",0.0201831229814352,18,6,31,5,32,13
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","TP","2021-05-22","154844.gpx",0.552867115432746,18,6,30,5,32,12
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","TP","2021-05-24","115526.gpx",0.0738972746781581,18,6,31,5,30,13
"IV","Sciseri","TP","2021-06-23","134620.gpx","IV","Spviride","TP","2021-07-20","130752.gpx",0.417733038282908,18,6,30,5,27,12
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Sctaeniopterus","TP","2021-06-10","113726.gpx",0.0732991119087164,17,NA,22,3,20,5
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Sctaeniopterus","TP","2021-06-10","122626.gpx",0.0332556047308544,17,NA,22,3,20,5
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Sctaeniopterus","TP","2021-06-10","142524.gpx",0.0258477095699364,17,NA,21,3,20,4
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Sctaeniopterus","TP","2021-06-10","144925.gpx",0.021329776298962,17,NA,20,3,20,3
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Sctaeniopterus","TP","2021-06-12","111439.gpx",0.00835189945504148,17,NA,20,2,18,3
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Sctaeniopterus","TP","2021-07-01","154516.gpx",0.476789902580846,17,NA,19,4,1,2
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Scvetula","IP","2021-06-26","122514.gpx",0.014231398443426,17,NA,24,NA,4,7
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Scvetula","IP","2021-06-26","125820.gpx",0.553022832310231,17,NA,23,NA,4,6
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Scvetula","TP","2021-06-06","112656.gpx",0.0609164822663401,17,NA,32,3,24,15
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Scvetula","TP","2021-06-06","115600.gpx",0.35263132560352,17,NA,31,2,24,14
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Scvetula","TP","2021-06-06","133559.gpx",0.0105310063751492,17,NA,30,2,24,13
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Scvetula","TP","2021-06-09","110049.gpx",0.129152584053032,17,NA,29,1,21,12
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spaurofrenatum","IP","2021-06-29","125753.gpx",0.456207127385363,17,NA,14,NA,1,3
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spaurofrenatum","TP","2021-06-18","105832.gpx",0.00772602574598491,17,NA,17,3,12,0
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spaurofrenatum","TP","2021-06-18","114705.gpx",0.0185478819520736,17,NA,16,4,12,1
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spaurofrenatum","TP","2021-06-18","121229.gpx",0.735610786381495,17,NA,17,3,12,0
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","IP","2021-06-25","111323.gpx",0.0514832687406318,17,NA,21,NA,5,4
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","IP","2021-06-26","120051.gpx",0.510948803002615,17,NA,24,NA,4,7
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.103114142901683,17,NA,27,NA,39,10
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","TP","2021-05-22","111618.gpx",0.0227044893184135,17,NA,29,7,39,12
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","TP","2021-05-22","124441.gpx",0.584475666356606,17,NA,30,6,39,13
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","TP","2021-05-22","131731.gpx",0.00630159213008447,17,NA,31,4,39,14
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","TP","2021-07-18","124216.gpx",0.563725719629582,17,NA,30,6,18,13
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","TP","2021-07-18","130653.gpx",0.0242606328120466,17,NA,30,3,18,13
"IV","Sctaeniopterus","IP","2021-06-30","114026.gpx","IV","Spviride","TP","2021-07-18","133241.gpx",0.140526479756211,17,NA,31,4,18,14
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Sctaeniopterus","TP","2021-06-10","142524.gpx",0.202478150041753,14,NA,21,3,20,7
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Sctaeniopterus","TP","2021-06-10","144925.gpx",0.0372561195201709,14,NA,20,3,20,6
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Sctaeniopterus","TP","2021-06-10","151516.gpx",0.909274859905003,14,NA,20,3,20,6
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Scvetula","IP","2021-06-26","122514.gpx",0.417903314944748,14,NA,24,NA,4,10
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Scvetula","TP","2021-06-06","133559.gpx",0.304179217235288,14,NA,30,2,24,16
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spaurofrenatum","IP","2021-06-29","132156.gpx",0.400375776010108,14,NA,13,NA,1,1
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spaurofrenatum","IP","2021-06-29","134704.gpx",0.0699440737487273,14,NA,14,NA,1,0
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spaurofrenatum","TP","2021-06-18","105832.gpx",0.597804684833962,14,NA,17,3,12,3
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spaurofrenatum","TP","2021-06-18","112244.gpx",0.0412696346913522,14,NA,18,3,12,4
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spviride","IP","2021-06-25","111323.gpx",0.294771500699959,14,NA,21,NA,5,7
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.00151772278766527,14,NA,27,NA,39,13
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spviride","TP","2021-05-22","131731.gpx",0.369706037005454,14,NA,31,4,39,17
"IV","Sctaeniopterus","IP","2021-06-30","120613.gpx","IV","Spviride","TP","2021-07-18","133241.gpx",0.0850938857204804,14,NA,31,4,18,17
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Sctaeniopterus","TP","2021-06-12","122722.gpx",0.138967473663978,18,NA,20,2,18,2
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Sctaeniopterus","TP","2021-06-12","142944.gpx",0.14471679379349,18,NA,21,2,18,3
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Sctaeniopterus","TP","2021-06-12","145254.gpx",0.159535994370242,18,NA,21,4,18,3
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Scvetula","IP","2021-06-29","160115.gpx",0.0921802011461477,18,NA,20,NA,1,2
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Scvetula","IP","2021-07-01","145337.gpx",0.234938524563958,18,NA,23,NA,1,5
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Scvetula","TP","2021-06-06","133559.gpx",0.0977636299919295,18,NA,30,2,24,12
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Scvetula","TP","2021-06-09","112559.gpx",0.10297664839456,18,NA,32,2,21,14
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Scvetula","TP","2021-06-09","115351.gpx",0.285781611686221,18,NA,29,2,21,11
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spaurofrenatum","IP","2021-06-29","134704.gpx",0.0100303658185368,18,NA,14,NA,1,4
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spaurofrenatum","IP","2021-06-29","151119.gpx",0.00521608071663326,18,NA,15,NA,1,3
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spaurofrenatum","TP","2021-06-18","112244.gpx",0.401257439751399,18,NA,18,3,12,0
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spaurofrenatum","TP","2021-06-18","133435.gpx",0.135535368746397,18,NA,17,NA,12,1
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spaurofrenatum","TP","2021-06-18","135800.gpx",0.080980852476263,18,NA,17,3,12,1
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spaurofrenatum","TP","2021-06-19","110307.gpx",0.211129519954624,18,NA,17,2,11,1
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","IP","2021-06-23","151153.gpx",0.126006141654236,18,NA,22,NA,7,4
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","IP","2021-06-25","111323.gpx",0.0670501318467078,18,NA,21,NA,5,3
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-05-22","131731.gpx",0.119816498815251,18,NA,31,4,39,13
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-05-22","132756.gpx",0.00661581640780911,18,NA,32,NA,39,14
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-05-22","151225.gpx",0.0010785314777784,18,NA,31,5,39,13
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-05-24","111941.gpx",0.486326680681705,18,NA,32,5,37,14
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-05-24","115526.gpx",0.00874089059873136,18,NA,31,5,37,13
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-07-18","133241.gpx",0.117339846481543,18,NA,31,4,18,13
"IV","Sctaeniopterus","IP","2021-06-30","121436.gpx","IV","Spviride","TP","2021-07-20","114656.gpx",0.206165780417295,18,NA,32,5,20,14
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Sctaeniopterus","IP","2021-06-30","140130.gpx",0.00214293830444211,16,NA,17,NA,0,1
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Sctaeniopterus","TP","2021-06-12","113838.gpx",0.0313347965271613,16,NA,20,2,18,4
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Sctaeniopterus","TP","2021-06-12","122722.gpx",0.0278837254861372,16,NA,20,2,18,4
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Sctaeniopterus","TP","2021-06-12","145254.gpx",0.554684792691798,16,NA,21,4,18,5
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Scvetula","IP","2021-06-26","143112.gpx",0.168894077087791,16,NA,25,NA,4,9
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Scvetula","IP","2021-06-26","152418.gpx",0.0930406111064915,16,NA,20,NA,4,4
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Scvetula","IP","2021-07-01","145337.gpx",0.14020614317573,16,NA,23,NA,1,7
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Scvetula","TP","2021-06-06","140404.gpx",0.283627811295897,16,NA,31,3,24,15
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spaurofrenatum","IP","2021-06-29","151119.gpx",0.217317133198033,16,NA,15,NA,1,1
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spaurofrenatum","IP","2021-06-29","153607.gpx",0.176392366116228,16,NA,14,NA,1,2
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spaurofrenatum","TP","2021-06-18","142311.gpx",0.208147114226,16,NA,17,3,12,1
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spaurofrenatum","TP","2021-06-19","110307.gpx",0.518013554372068,16,NA,17,2,11,1
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spviride","IP","2021-06-23","143721.gpx",0.0353606405207207,16,NA,23,NA,7,7
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spviride","TP","2021-05-22","132756.gpx",0.00535357094381497,16,NA,32,NA,39,16
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spviride","TP","2021-05-22","151225.gpx",0.098662491670521,16,NA,31,5,39,15
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spviride","TP","2021-05-24","111941.gpx",0.0434418939659704,16,NA,32,5,37,16
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spviride","TP","2021-05-24","115526.gpx",0.0114596370094416,16,NA,31,5,37,15
"IV","Sctaeniopterus","IP","2021-06-30","123832.gpx","IV","Spviride","TP","2021-07-20","114656.gpx",0.526318488978911,16,NA,32,5,20,16
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Sctaeniopterus","TP","2021-06-12","111439.gpx",0.0585421002776501,17,NA,20,2,18,3
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Sctaeniopterus","TP","2021-06-12","113838.gpx",0.565340978296221,17,NA,20,2,18,3
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Sctaeniopterus","TP","2021-06-12","120133.gpx",0.00661680546141935,17,NA,21,2,18,4
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Sctaeniopterus","TP","2021-06-12","145254.gpx",0.0041158696260787,17,NA,21,4,18,4
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Scvetula","IP","2021-06-26","143112.gpx",0.264133707359522,17,NA,25,NA,4,8
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Scvetula","IP","2021-06-26","152418.gpx",0.0140122907163192,17,NA,20,NA,4,3
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Scvetula","NTP","2021-06-06","142732.gpx",0.00205691232933183,17,NA,29,NA,24,12
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Scvetula","TP","2021-06-06","140404.gpx",0.341328057016477,17,NA,31,3,24,14
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Scvetula","TP","2021-06-09","110049.gpx",0.145142605881111,17,NA,29,1,21,12
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spaurofrenatum","IP","2021-06-29","151119.gpx",0.153899141608212,17,NA,15,NA,1,2
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spaurofrenatum","TP","2021-06-18","114705.gpx",0.119529565930284,17,NA,16,4,12,1
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spaurofrenatum","TP","2021-06-18","142311.gpx",0.437406048007508,17,NA,17,3,12,0
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spaurofrenatum","TP","2021-06-19","110307.gpx",0.0394944804412293,17,NA,17,2,11,0
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","IP","2021-06-23","143721.gpx",0.221851723536566,17,NA,23,NA,7,6
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.0443381341153825,17,NA,27,NA,39,10
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","NTP","2021-07-20","121141.gpx",0.0217233318775334,17,NA,27,NA,20,10
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-05-22","131731.gpx",0.0104394334194554,17,NA,31,4,39,14
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-05-22","132756.gpx",0.291781289825269,17,NA,32,NA,39,15
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-05-22","151225.gpx",0.381403822686963,17,NA,31,5,39,14
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-05-24","115526.gpx",0.322763325788148,17,NA,31,5,37,14
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-07-20","114656.gpx",0.0216341032972313,17,NA,32,5,20,15
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-07-20","123730.gpx",0.59958006580216,17,NA,31,5,20,14
"IV","Sctaeniopterus","IP","2021-06-30","140130.gpx","IV","Spviride","TP","2021-07-20","145220.gpx",0.0763813262479094,17,NA,29,8,20,12
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Scvetula","TP","2021-06-06","155716.gpx",0.435770590061621,15,NA,31,3,24,16
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Spaurofrenatum","TP","2021-06-18","144852.gpx",0.0142406735125515,15,NA,16,2,12,1
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Spaurofrenatum","TP","2021-06-19","112940.gpx",0.558932437722518,15,NA,16,4,11,1
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Spviride","IP","2021-06-23","141226.gpx",0.413801062680278,15,NA,20,NA,7,5
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Spviride","TP","2021-05-22","132756.gpx",0.0027542581475197,15,NA,32,NA,39,17
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Spviride","TP","2021-05-22","154844.gpx",0.527557151693281,15,NA,30,5,39,15
"IV","Sctaeniopterus","IP","2021-06-30","142706.gpx","IV","Spviride","TP","2021-07-20","130752.gpx",0.322852427234248,15,NA,30,5,20,15
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Sctaeniopterus","TP","2021-06-10","113726.gpx",0.212666937524406,19,2,22,3,0,3
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Sctaeniopterus","TP","2021-06-10","120220.gpx",0.00947717802567242,19,2,21,3,0,2
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Scvetula","TP","2021-06-06","105854.gpx",0.122714980969383,19,2,30,2,4,11
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Scvetula","TP","2021-06-06","112656.gpx",0.331924522476594,19,2,32,3,4,13
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Scvetula","TP","2021-06-06","115600.gpx",0.00604669393169003,19,2,31,2,4,12
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.0541924905445274,19,2,27,NA,19,8
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Spviride","TP","2021-05-22","111618.gpx",0.0668954933843755,19,2,29,7,19,10
"IV","Sctaeniopterus","TP","2021-06-10","111339.gpx","IV","Spviride","TP","2021-05-24","142349.gpx",0.517201045488891,19,2,30,5,17,11
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Sctaeniopterus","TP","2021-06-10","120220.gpx",0.162691935306885,22,3,21,3,0,1
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Sctaeniopterus","TP","2021-06-10","122626.gpx",0.10955458764089,22,3,22,3,0,0
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Sctaeniopterus","TP","2021-07-01","154516.gpx",0.00628650897755418,22,3,19,4,21,3
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Scvetula","IP","2021-06-26","125820.gpx",0.083638314531851,22,3,23,NA,16,1
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Scvetula","TP","2021-06-06","105854.gpx",0.0132961722376567,22,3,30,2,4,8
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Scvetula","TP","2021-06-06","112656.gpx",0.564793890908379,22,3,32,3,4,10
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Scvetula","TP","2021-06-06","115600.gpx",0.0827078002619235,22,3,31,2,4,9
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spaurofrenatum","IP","2021-06-29","125753.gpx",0.302438658574962,22,3,14,NA,19,8
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spaurofrenatum","TP","2021-06-18","121229.gpx",0.296735830509757,22,3,17,3,8,5
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","IP","2021-06-26","120051.gpx",0.175511715355666,22,3,24,NA,16,2
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.190097674791402,22,3,27,NA,19,5
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","TP","2021-05-22","111618.gpx",0.104811671217086,22,3,29,7,19,7
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","TP","2021-05-22","124441.gpx",0.0446524507235888,22,3,30,6,19,8
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","TP","2021-05-24","142349.gpx",0.34997059925737,22,3,30,5,17,8
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","TP","2021-07-18","124216.gpx",0.0863568166014408,22,3,30,6,38,8
"IV","Sctaeniopterus","TP","2021-06-10","113726.gpx","IV","Spviride","TP","2021-07-18","130653.gpx",0.0143729970508388,22,3,30,3,38,8
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Sctaeniopterus","TP","2021-06-10","122626.gpx",0.0423842064498134,21,3,22,3,0,1
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Scvetula","IP","2021-06-26","125820.gpx",0.00508977381954137,21,3,23,NA,16,2
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Scvetula","TP","2021-06-06","105854.gpx",0.0390306275680382,21,3,30,2,4,9
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Scvetula","TP","2021-06-06","115600.gpx",0.492077876550716,21,3,31,2,4,10
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Spviride","IP","2021-06-26","120051.gpx",0.00141568465837992,21,3,24,NA,16,3
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Spviride","NTP","2021-05-22","103901.gpx",0.167022681316224,21,3,27,NA,19,6
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Spviride","TP","2021-05-24","142349.gpx",0.0161635524953154,21,3,30,5,17,9
"IV","Sctaeniopterus","TP","2021-06-10","120220.gpx","IV","Spviride","TP","2021-07-18","124216.gpx",0.121006461002985,21,3,30,6,38,9
